boolQ_sae
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
170,0.495,0.43,0.56,0.63,0.53,0.72
180,0.5,0.429875,0.565,0.66,0.56975,0.75
190,0.505,0.435,0.57,0.63,0.54,0.72
200,0.51,0.44,0.58,0.63,0.54,0.73
210,0.51,0.444875,0.5801249999999999,0.64,0.55,0.72
220,0.505,0.435,0.575,0.62,0.52975,0.71

copa_aave
Batch,Val Accuracy,Val CI Lower,Val CI Upper,Test Accuracy,Test CI Lower,Test CI Upper
10,0.67,0.605,0.73,0.61,0.51,0.7
20,0.67,0.605,0.735,0.62,0.52,0.72
30,0.64,0.58,0.7051249999999999,0.62,0.53,0.71
40,0.64,0.57,0.705,0.65,0.55,0.73
50,0.645,0.58,0.71,0.63,0.53,0.73
60,0.665,0.595,0.725,0.63,0.54,0.7202499999999997
70,0.66,0.59,0.725,0.65,0.56,0.74
80,0.64,0.5748749999999999,0.71,0.63,0.54,0.72
90,0.615,0.545,0.685,0.66,0.57,0.75
100,0.635,0.57,0.7,0.65,0.56,0.74
110,0.635,0.57,0.7,0.64,0.55,0.73
120,0.63,0.56,0.695,0.65,0.56,0.74
130,0.625,0.555,0.695,0.64,0.54,0.73
140,0.61,0.545,0.68,0.64,0.55,0.73
150,0.625,0.555,0.695,0.64,0.55,0.73
160,0.605,0.54,0.665,0.65,0.56,0.7402499999999997
170,0.59,0.52,0.65,0.64,0.55,0.7302499999999997
180,0.6,0.53,0.67,0.65,0.56,0.73
190,0.605,0.535,0.675,0.64,0.54,0.73
200,0.6,0.535,0.67,0.64,0.54,0.73
210,0.595,0.525,0.665,0.65,0.5597500000000001,0.74
220,0.59,0.52,0.66,0.63,0.54,0.73

